timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1.71699E+12,3,HTTP Request,200,,Thread Group 1-471,text,TRUE,,576,216,2,2,http://localhost:5009/data/filterfromAllCSV,3,0,0
1.71699E+12,4,HTTP Request,200,,Thread Group 1-473,text,TRUE,,576,216,4,4,http://localhost:5009/data/filterfromAllCSV,4,0,1
1.71699E+12,6,HTTP Request,200,,Thread Group 1-472,text,TRUE,,576,216,3,3,http://localhost:5009/data/filterfromAllCSV,6,0,0
1.71699E+12,6,HTTP Request,200,,Thread Group 1-474,text,TRUE,,576,216,2,2,http://localhost:5009/data/filterfromAllCSV,6,0,1
1.71699E+12,7,HTTP Request,200,,Thread Group 1-475,text,TRUE,,576,216,2,2,http://localhost:5009/data/filterfromAllCSV,7,0,1
1.71699E+12,4,HTTP Request,200,,Thread Group 1-476,text,TRUE,,576,216,3,3,http://localhost:5009/data/filterfromAllCSV,4,0,1
1.71699E+12,4,HTTP Request,200,,Thread Group 1-477,text,TRUE,,576,216,3,3,http://localhost:5009/data/filterfromAllCSV,4,0,0
1.71699E+12,5,HTTP Request,200,,Thread Group 1-479,text,TRUE,,576,216,3,3,http://localhost:5009/data/filterfromAllCSV,5,0,1
1.71699E+12,5,HTTP Request,200,,Thread Group 1-463,text,TRUE,,576,216,3,3,http://localhost:5009/data/filterfromAllCSV,5,0,1
1.71699E+12,4,HTTP Request,200,,Thread Group 1-464,text,TRUE,,576,216,3,3,http://localhost:5009/data/filterfromAllCSV,4,0,1
1.71699E+12,6,HTTP Request,200,,Thread Group 1-465,text,TRUE,,576,216,3,3,http://localhost:5009/data/filterfromAllCSV,6,0,1
1.71699E+12,6,HTTP Request,200,,Thread Group 1-467,text,TRUE,,576,216,3,3,http://localhost:5009/data/filterfromAllCSV,6,0,2
1.71699E+12,4,HTTP Request,200,,Thread Group 1-478,text,TRUE,,576,216,2,2,http://localhost:5009/data/filterfromAllCSV,4,0,1
1.71699E+12,6,HTTP Request,200,,Thread Group 1-480,text,TRUE,,576,216,2,2,http://localhost:5009/data/filterfromAllCSV,6,0,1
1.71699E+12,3,HTTP Request,200,,Thread Group 1-481,text,TRUE,,576,216,3,3,http://localhost:5009/data/filterfromAllCSV,3,0,0
1.71699E+12,6,HTTP Request,200,,Thread Group 1-482,text,TRUE,,576,216,2,2,http://localhost:5009/data/filterfromAllCSV,6,0,1
1.71699E+12,11,HTTP Request,200,,Thread Group 1-483,text,TRUE,,576,216,2,2,http://localhost:5009/data/filterfromAllCSV,11,0,1
1.71699E+12,7,HTTP Request,200,,Thread Group 1-484,text,TRUE,,576,216,1,1,http://localhost:5009/data/filterfromAllCSV,7,0,1
1.71699E+12,6,HTTP Request,200,,Thread Group 1-485,text,TRUE,,576,216,3,3,http://localhost:5009/data/filterfromAllCSV,6,0,1
1.71699E+12,4,HTTP Request,200,,Thread Group 1-486,text,TRUE,,576,216,3,3,http://localhost:5009/data/filterfromAllCSV,4,0,0
1.71699E+12,6,HTTP Request,200,,Thread Group 1-487,text,TRUE,,576,216,3,3,http://localhost:5009/data/filterfromAllCSV,6,0,2
1.71699E+12,4,HTTP Request,200,,Thread Group 1-489,text,TRUE,,576,216,3,3,http://localhost:5009/data/filterfromAllCSV,4,0,0
1.71699E+12,4,HTTP Request,200,,Thread Group 1-488,text,TRUE,,576,216,3,3,http://localhost:5009/data/filterfromAllCSV,4,0,0
